date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:05:33	45475/45475	---M--	200	added ('OK')	image/jpeg	etag:%2267e9546a40e51293368883f41f36615a%22	https://escuelaing.s3.amazonaws.com/production/images/drenaje2.width-760_JSC4avs.jpg?AWSAccessKeyId=AKIAWFY3NGTFJHVI634A&Signature=Lxa9sne%2BeHnm9i3CvWM39R6NY0A%3D&Expires=1760817888	C:/Mis%20lugares%20Web/eci/escuelaing.s3.amazonaws.com/production/images/drenaje2.width-760_JSC4avs9bd8.jpg	(from https://www.escuelaing.edu.co/es/)
15:05:33	395157/395157	---M--	200	added ('OK')	text/html	date:Sat,%2020%20Sep%202025%2020:05:32%20GMT	https://www.escuelaing.edu.co/es/programas/ingenieria-biomedica/	C:/Mis%20lugares%20Web/eci/www.escuelaing.edu.co/es/programas/ingenieria-biomedica/index.html	(from https://www.escuelaing.edu.co/es/)
15:05:33	417777/417777	---M--	200	added ('OK')	text/html	date:Sat,%2020%20Sep%202025%2020:05:32%20GMT	https://www.escuelaing.edu.co/es/programas/ingenieria-mecanica/	C:/Mis%20lugares%20Web/eci/www.escuelaing.edu.co/es/programas/ingenieria-mecanica/index.html	(from https://www.escuelaing.edu.co/es/)
15:05:34	224367/224367	---M--	200	added ('OK')	text/html	date:Sat,%2020%20Sep%202025%2020:05:33%20GMT	https://www.escuelaing.edu.co/es/programas/especializacion-en-tecnologias-y-operaciones-para-la-competitividad-empresarial/	C:/Mis%20lugares%20Web/eci/www.escuelaing.edu.co/es/programas/especializacion-en-tecnologias-y-operaciones-para-la-competitividad-empresarial/index.html	(from https://www.escuelaing.edu.co/es/)
15:05:35	68783/68783	---M--	200	added ('OK')	image/jpeg	etag:%22668e60f2d99c501030e873bc94c051be%22	https://escuelaing.s3.amazonaws.com/production/images/IMG_0342.width-760.jpg?AWSAccessKeyId=AKIAWFY3NGTFJHVI634A&Signature=ctDsGkp0NQmcC5lZc1%2B%2FCi92%2BFs%3D&Expires=1760817888	C:/Mis%20lugares%20Web/eci/escuelaing.s3.amazonaws.com/production/images/IMG_0342.width-760de1c.jpg	(from https://www.escuelaing.edu.co/es/)
15:05:35	300875/300875	---M--	200	added ('OK')	text/html	date:Sat,%2020%20Sep%202025%2020:05:33%20GMT	https://www.escuelaing.edu.co/es/programas/especializacion-en-gerencia-estrategica-e-ingenieria-de-negocios/	C:/Mis%20lugares%20Web/eci/www.escuelaing.edu.co/es/programas/especializacion-en-gerencia-estrategica-e-ingenieria-de-negocios/index.html	(from https://www.escuelaing.edu.co/es/)
15:05:38	183065/183065	---M--	200	added ('OK')	text/html	date:Sat,%2020%20Sep%202025%2020:05:35%20GMT	https://www.escuelaing.edu.co/es/programas/especializacion-en-logistica-y-cadena-de-abastecimiento/	C:/Mis%20lugares%20Web/eci/www.escuelaing.edu.co/es/programas/especializacion-en-logistica-y-cadena-de-abastecimiento/index.html	(from https://www.escuelaing.edu.co/es/)
15:05:38	199577/199577	---M--	200	added ('OK')	text/html	date:Sat,%2020%20Sep%202025%2020:05:35%20GMT	https://www.escuelaing.edu.co/es/programas/especializacion-en-economia-circular/	C:/Mis%20lugares%20Web/eci/www.escuelaing.edu.co/es/programas/especializacion-en-economia-circular/index.html	(from https://www.escuelaing.edu.co/es/)
15:05:38	253318/253318	---M--	200	added ('OK')	text/html	date:Sat,%2020%20Sep%202025%2020:05:36%20GMT	https://www.escuelaing.edu.co/es/programas/especializacion-en-construccion/	C:/Mis%20lugares%20Web/eci/www.escuelaing.edu.co/es/programas/especializacion-en-construccion/index.html	(from https://www.escuelaing.edu.co/es/)
15:05:39	594371/594371	---M--	200	added ('OK')	image/jpeg	etag:%22a166389793438bcb914950085a7a3307%22	https://escuelaing.s3.amazonaws.com/production/images/banner_5.width-760_cg1UBF4.jpg?AWSAccessKeyId=AKIAWFY3NGTFJHVI634A&Signature=gMzLqsGfehJLgpD2PpIuIv62N%2Bo%3D&Expires=1760817888	C:/Mis%20lugares%20Web/eci/escuelaing.s3.amazonaws.com/production/images/banner_5.width-760_cg1UBF4b99e.jpg	(from https://www.escuelaing.edu.co/es/)
15:05:39	37187/37187	---M--	200	added ('OK')	image/jpeg	etag:%22ee877a932db8fd406dd979192bf49ed2%22	https://escuelaing.s3.amazonaws.com/production/images/Banner2_2.width-760.jpg?AWSAccessKeyId=AKIAWFY3NGTFJHVI634A&Signature=Q%2F0zsVfBWpS6X6ujVmPo7ICNvAc%3D&Expires=1760817888	C:/Mis%20lugares%20Web/eci/escuelaing.s3.amazonaws.com/production/images/Banner2_2.width-7601f86.jpg	(from https://www.escuelaing.edu.co/es/)
15:05:39	254330/254330	---M--	200	added ('OK')	text/html	date:Sat,%2020%20Sep%202025%2020:05:38%20GMT	https://www.escuelaing.edu.co/es/programas/especializacion-en-estrategia-gestion-y-gobierno-de-datos/	C:/Mis%20lugares%20Web/eci/www.escuelaing.edu.co/es/programas/especializacion-en-estrategia-gestion-y-gobierno-de-datos/index.html	(from https://www.escuelaing.edu.co/es/)
15:05:39	296355/296355	---M--	200	added ('OK')	text/html	date:Sat,%2020%20Sep%202025%2020:05:38%20GMT	https://www.escuelaing.edu.co/es/programas/especializacion-en-desarrollo-y-gerencia-integral-de-proyectos/	C:/Mis%20lugares%20Web/eci/www.escuelaing.edu.co/es/programas/especializacion-en-desarrollo-y-gerencia-integral-de-proyectos/index.html	(from https://www.escuelaing.edu.co/es/)
15:05:42	203571/203571	---M--	200	added ('OK')	text/html	date:Sat,%2020%20Sep%202025%2020:05:39%20GMT	https://www.escuelaing.edu.co/es/programas/especializacion-en-diseno-construccion-y-conservacion-de-vias/	C:/Mis%20lugares%20Web/eci/www.escuelaing.edu.co/es/programas/especializacion-en-diseno-construccion-y-conservacion-de-vias/index.html	(from https://www.escuelaing.edu.co/es/)
15:05:42	215361/215361	---M--	200	added ('OK')	text/html	date:Sat,%2020%20Sep%202025%2020:05:40%20GMT	https://www.escuelaing.edu.co/es/programas/especializacion-en-economia-para-ingenieros/	C:/Mis%20lugares%20Web/eci/www.escuelaing.edu.co/es/programas/especializacion-en-economia-para-ingenieros/index.html	(from https://www.escuelaing.edu.co/es/)
15:05:42	330096/330096	---M--	200	added ('OK')	image/png	etag:%22ccc27fc76431971329a3955f742d51ef%22	https://escuelaing.s3.amazonaws.com/production/images/Sin_titulo-1_Ki9TF4B.width-760_PZseI9m.png?AWSAccessKeyId=AKIAWFY3NGTFJHVI634A&Signature=SJhS7IFnZVXxyUKEyP%2FN7mlPzfQ%3D&Expires=1760817888	C:/Mis%20lugares%20Web/eci/escuelaing.s3.amazonaws.com/production/images/Sin_titulo-1_Ki9TF4B.width-760_PZseI9mc435.png	(from https://www.escuelaing.edu.co/es/)
15:05:42	238908/238908	---M--	200	added ('OK')	text/html	date:Sat,%2020%20Sep%202025%2020:05:40%20GMT	https://www.escuelaing.edu.co/es/programas/especializacion-en-gerencia-de-marketing-digital/	C:/Mis%20lugares%20Web/eci/www.escuelaing.edu.co/es/programas/especializacion-en-gerencia-de-marketing-digital/index.html	(from https://www.escuelaing.edu.co/es/)
15:05:43	80933/80933	---M--	200	added ('OK')	image/jpeg	etag:%2241209bcd6f8ab7b99ab2312d3a8b4f6f%22	https://escuelaing.s3.amazonaws.com/production/images/primera_gobierno.width-760.jpg?AWSAccessKeyId=AKIAWFY3NGTFJHVI634A&Signature=FV3UFIVBu1ZWqL4GsBLkOS7poR0%3D&Expires=1760817888	C:/Mis%20lugares%20Web/eci/escuelaing.s3.amazonaws.com/production/images/primera_gobierno.width-7608f80.jpg	(from https://www.escuelaing.edu.co/es/)
15:05:44	190743/190743	---M--	200	added ('OK')	text/html	date:Sat,%2020%20Sep%202025%2020:05:43%20GMT	https://www.escuelaing.edu.co/es/programas/especializacion-en-saneamiento-ambiental/	C:/Mis%20lugares%20Web/eci/www.escuelaing.edu.co/es/programas/especializacion-en-saneamiento-ambiental/index.html	(from https://www.escuelaing.edu.co/es/)
15:05:44	234896/234896	---M--	200	added ('OK')	text/html	date:Sat,%2020%20Sep%202025%2020:05:43%20GMT	https://www.escuelaing.edu.co/es/programas/especializacion-en-gestion-integrada-de-la-seguridad-y-salud-en-el-trabajo-calidad-y-medioambiente/	C:/Mis%20lugares%20Web/eci/www.escuelaing.edu.co/es/programas/especializacion-en-gestion-integrada-de-la-seguridad-y-salud-en-el-trabajo-calidad-y-medioambiente/index.html	(from https://www.escuelaing.edu.co/es/)
15:05:44	212243/212243	---M--	200	added ('OK')	text/html	date:Sat,%2020%20Sep%202025%2020:05:43%20GMT	https://www.escuelaing.edu.co/es/programas/especializacion-en-gerencia-de-operaciones/	C:/Mis%20lugares%20Web/eci/www.escuelaing.edu.co/es/programas/especializacion-en-gerencia-de-operaciones/index.html	(from https://www.escuelaing.edu.co/es/)
15:05:44	246044/246044	---M--	200	added ('OK')	text/html	date:Sat,%2020%20Sep%202025%2020:05:43%20GMT	https://www.escuelaing.edu.co/es/programas/especializacion-en-ingenieria-de-fundaciones/	C:/Mis%20lugares%20Web/eci/www.escuelaing.edu.co/es/programas/especializacion-en-ingenieria-de-fundaciones/index.html	(from https://www.escuelaing.edu.co/es/)
15:05:45	601606/601606	---M--	200	added ('OK')	image/jpeg	etag:%22a76bd9be2298a3dd2ec267d8b9f2f919%22	https://escuelaing.s3.amazonaws.com/production/images/banner_4TOP100.width-760.jpg?AWSAccessKeyId=AKIAWFY3NGTFJHVI634A&Signature=q9dKeQwHPnB1KQao5ibfdMVKAYk%3D&Expires=1760817888	C:/Mis%20lugares%20Web/eci/escuelaing.s3.amazonaws.com/production/images/banner_4TOP100.width-760fb65.jpg	(from https://www.escuelaing.edu.co/es/)
15:05:50	240218/240218	---M--	200	added ('OK')	text/html	date:Sat,%2020%20Sep%202025%2020:05:45%20GMT	https://www.escuelaing.edu.co/es/programas/maestria-en-ingenieria-mecanica/	C:/Mis%20lugares%20Web/eci/www.escuelaing.edu.co/es/programas/maestria-en-ingenieria-mecanica/index.html	(from https://www.escuelaing.edu.co/es/)
15:05:50	351688/351688	---M--	200	added ('OK')	image/png	etag:%22367322e2d93663fc85ca7eb1503a904f%22	https://escuelaing.s3.amazonaws.com/production/images/Banner_posgrado_inscripciones_abiertas_portal-.width-760_CJGF5pQ.png?AWSAccessKeyId=AKIAWFY3NGTFJHVI634A&Signature=x9Klu4xXRDJ07bgV5NBDtd6EVL8%3D&Expires=1760817888	C:/Mis%20lugares%20Web/eci/escuelaing.s3.amazonaws.com/production/images/Banner_posgrado_inscripciones_abiertas_portal-.width-760_CJGF5pQ79c2.png	(from https://www.escuelaing.edu.co/es/)
15:05:50	191451/191451	---M--	200	added ('OK')	text/html	date:Sat,%2020%20Sep%202025%2020:05:45%20GMT	https://www.escuelaing.edu.co/es/programas/especializacion-en-recursos-hidraulicos-y-medio-ambiente/	C:/Mis%20lugares%20Web/eci/www.escuelaing.edu.co/es/programas/especializacion-en-recursos-hidraulicos-y-medio-ambiente/index.html	(from https://www.escuelaing.edu.co/es/)
15:05:50	245101/245101	---M--	200	added ('OK')	text/html	date:Sat,%2020%20Sep%202025%2020:05:46%20GMT	https://www.escuelaing.edu.co/es/programas/especializacion-en-estructuras/	C:/Mis%20lugares%20Web/eci/www.escuelaing.edu.co/es/programas/especializacion-en-estructuras/index.html	(from https://www.escuelaing.edu.co/es/)
